Cell,Threshold,Patches,Cross_Area
20210527_MKY0140_12_Cell04_GFP,yen,41,3164
20210527_MKY0140_12_Cell05_GFP,yen,35,3980
20210527_MKY0140_13_Cell01_GFP,yen,34,2990
20210527_MKY0140_13_Cell02_GFP,yen,26,2867
20210527_MKY0140_13_Cell03_GFP,yen,36,3616
20210527_MKY0140_13_Cell04_GFP,yen,24,2719
20210527_MKY0140_14_Cell01_GFP,yen,28,2806
20210527_MKY0140_14_Cell02_GFP,yen,44,3126
20210527_MKY0140_14_Cell03_GFP,yen,23,2936
20210527_MKY0140_14_Cell04_GFP,yen,25,2842
20210527_MKY0140_14_Cell05_GFP,yen,23,2840
20210527_MKY0140_14_Cell06_GFP,yen,30,3523
20210527_MKY0140_14_Cell07_GFP,yen,37,3353
20210527_MKY0140_14_Cell08_GFP,yen,15,3460
20210527_MKY0140_15_Cell01_GFP,yen,27,3152
20210527_MKY0140_15_Cell02_GFP,yen,32,2657
20210527_MKY0140_15_Cell03_GFP,yen,20,2299
20210527_MKY0654_01_Cell01_GFP,yen,13,2814
20210527_MKY0654_01_Cell02_GFP,yen,19,3003
20210527_MKY0654_01_Cell03_GFP,yen,9,2562
20210527_MKY0654_01_Cell04_GFP,yen,16,3126
20210527_MKY0654_01_Cell05_GFP,yen,14,3187
20210527_MKY0654_01_Cell06_GFP,yen,13,3351
20210527_MKY0654_02_Cell01_GFP,yen,23,3508
20210527_MKY0654_02_Cell02_GFP,yen,14,2505
20210527_MKY0654_02_Cell03_GFP,yen,6,3073
20210527_MKY0654_02_Cell04_GFP,yen,17,3767
20210527_MKY0654_02_Cell05_GFP,yen,13,2315
20210527_MKY0654_02_Cell06_GFP,yen,18,3044
20210527_MKY0654_03_Cell01_GFP,yen,8,2432
20210527_MKY0654_03_Cell02_GFP,yen,18,3143
20210527_MKY0654_03_Cell03_GFP,yen,17,3130
20210527_MKY0654_04_Cell01_GFP,yen,4,2947
20210527_MKY0654_04_Cell02_GFP,yen,17,3369
20210527_MKY0654_04_Cell03_GFP,yen,15,2771
20210527_MKY0654_04_Cell04_GFP,yen,15,2139
20210527_MKY0654_05_Cell01_GFP,yen,16,3230
20210527_MKY0654_05_Cell02_GFP,yen,18,2869
20210527_MKY0654_05_Cell03_GFP,yen,16,2694
20210527_MKY0654_06_Cell01_GFP,yen,20,2630
20210527_MKY0654_06_Cell02_GFP,yen,19,3427
20210527_MKY0654_06_Cell03_GFP,yen,9,2435
20210527_MKY0654_07_Cell01_GFP,yen,17,2315
20210527_MKY0654_07_Cell02_GFP,yen,20,3883
20210527_MKY0654_07_Cell03_GFP,yen,12,3012
20210527_MKY0654_07_Cell04_GFP,yen,14,2534
20210527_MKY0654_07_Cell05_GFP,yen,25,3874
20210527_MKY0654_08_Cell01_GFP,yen,24,3364
20210527_MKY0654_08_Cell02_GFP,yen,6,3230
20210527_MKY0654_08_Cell03_GFP,yen,22,3281
20210527_MKY0654_08_Cell04_GFP,yen,7,3000
20210527_MKY0654_09_Cell01_GFP,yen,14,2603
20210527_MKY0654_09_Cell02_GFP,yen,12,3169
20210527_MKY0654_09_Cell03_GFP,yen,8,2345
20210527_MKY0654_10_Cell01_GFP,yen,16,2178
20210527_MKY0654_10_Cell02_GFP,yen,25,2956
20210527_MKY0654_10_Cell03_GFP,yen,15,2045
20210527_MKY0654_10_Cell04_GFP,yen,21,2459
20210527_MKY0654_11_Cell01_GFP,yen,11,3465
20210527_MKY0654_11_Cell02_GFP,yen,21,3586
20210527_MKY0654_11_Cell03_GFP,yen,17,3468
20210527_MKY0654_12_Cell01_GFP,yen,18,3169
20210527_MKY0654_12_Cell02_GFP,yen,13,3322
20210527_MKY0654_12_Cell03_GFP,yen,2,1374
20210527_MKY0654_12_Cell04_GFP,yen,18,3538
20210527_MKY0654_13_Cell01_GFP,yen,15,3058
20210527_MKY0654_13_Cell02_GFP,yen,12,3413
20210527_MKY0654_13_Cell03_GFP,yen,9,3178
20210527_MKY0654_13_Cell04_GFP,yen,12,2811
20210527_MKY0654_14_Cell01_GFP,yen,19,2710
20210527_MKY0654_14_Cell02_GFP,yen,11,2690
20210527_MKY0654_14_Cell03_GFP,yen,14,2678
20210527_MKY0654_14_Cell04_GFP,yen,7,2711
20210527_MKY0654_15_Cell01_GFP,yen,13,2482
20210527_MKY0654_15_Cell02_GFP,yen,22,3479
20210527_MKY0654_15_Cell03_GFP,yen,10,2684
20210527_MKY0654_15_Cell04_GFP,yen,8,3095
20210527_MKY3782_01_Cell01_GFP,yen,13,2166
20210527_MKY3782_01_Cell02_GFP,yen,17,3480
20210527_MKY3782_01_Cell03_GFP,yen,6,2189
20210527_MKY3782_01_Cell04_GFP,yen,25,4614
20210527_MKY3782_02_Cell01_GFP,yen,13,3403
20210527_MKY3782_02_Cell02_GFP,yen,14,4317
20210527_MKY3782_02_Cell03_GFP,yen,13,2990
20210527_MKY3782_02_Cell04_GFP,yen,17,3597
20210527_MKY3782_03_Cell01_GFP,yen,10,3502
20210527_MKY3782_03_Cell02_GFP,yen,30,3601
20210527_MKY3782_03_Cell03_GFP,yen,23,2320
20210527_MKY3782_03_Cell04_GFP,yen,19,2864
20210527_MKY3782_04_Cell01_GFP,yen,26,4041
20210527_MKY3782_04_Cell02_GFP,yen,31,3100
20210527_MKY3782_04_Cell03_GFP,yen,19,3426
20210527_MKY3782_04_Cell04_GFP,yen,18,2992
20210527_MKY3782_04_Cell05_GFP,yen,20,3177
20210527_MKY3782_04_Cell06_GFP,yen,24,3573
20210527_MKY3782_05_Cell01_GFP,yen,17,3698
20210527_MKY3782_05_Cell02_GFP,yen,22,3508
20210527_MKY3782_05_Cell03_GFP,yen,20,2820
20210527_MKY3782_06_Cell01_GFP,yen,9,2398
20210527_MKY3782_06_Cell02_GFP,yen,14,3690
20210527_MKY3782_06_Cell03_GFP,yen,12,2233
20210527_MKY3782_07_Cell01_GFP,yen,6,2527
20210527_MKY3782_07_Cell02_GFP,yen,14,2299
20210527_MKY3782_07_Cell03_GFP,yen,17,3586
20210527_MKY3782_07_Cell04_GFP,yen,20,3497
20210527_MKY3782_08_Cell01_GFP,yen,8,1834
20210527_MKY3782_08_Cell02_GFP,yen,18,3351
20210527_MKY3782_08_Cell03_GFP,yen,29,4941
20210527_MKY3782_09_Cell01_GFP,yen,22,3483
20210527_MKY3782_09_Cell02_GFP,yen,13,3145
20210527_MKY3782_09_Cell03_GFP,yen,16,4059
20210527_MKY3782_09_Cell04_GFP,yen,2,2184
20210527_MKY3782_09_Cell05_GFP,yen,21,3389
20210527_MKY3782_10_Cell01_GFP,yen,34,4096
20210527_MKY3782_10_Cell02_GFP,yen,22,3566
20210527_MKY3782_10_Cell03_GFP,yen,15,3459
20210527_MKY3782_10_Cell04_GFP,yen,22,4347
20210527_MKY3782_10_Cell05_GFP,yen,18,2750
20210527_MKY3782_10_Cell06_GFP,yen,24,3792
20210527_MKY3782_11_Cell01_GFP,yen,23,3875
20210527_MKY3782_11_Cell02_GFP,yen,20,3983
20210527_MKY3782_11_Cell03_GFP,yen,11,2843
20210527_MKY3782_11_Cell04_GFP,yen,11,1889
20210527_MKY3782_12_Cell01_GFP,yen,22,3209
20210527_MKY3782_12_Cell02_GFP,yen,31,3581
20210527_MKY3782_12_Cell03_GFP,yen,16,2451
20210527_MKY3782_13_Cell01_GFP,yen,28,3705
20210527_MKY3782_13_Cell02_GFP,yen,6,2871
20210527_MKY3782_13_Cell03_GFP,yen,27,3029
20210527_MKY3782_14_Cell01_GFP,yen,20,3797
20210527_MKY3782_14_Cell02_GFP,yen,14,2766
20210527_MKY3782_14_Cell03_GFP,yen,18,3892
20210527_MKY3782_15_Cell01_GFP,yen,23,3032
20210527_MKY3782_15_Cell02_GFP,yen,18,3076
20210527_MKY3782_15_Cell03_GFP,yen,20,3633
20210527_MKY4282_01_Cell01_GFP,yen,19,2646
20210527_MKY4282_01_Cell02_GFP,yen,28,2656
20210527_MKY4282_01_Cell03_GFP,yen,10,1844
20210527_MKY4282_02_Cell01_GFP,yen,17,3323
20210527_MKY4282_02_Cell02_GFP,yen,27,3478
20210527_MKY4282_02_Cell03_GFP,yen,21,2946
20210527_MKY4282_03_Cell01_GFP,yen,22,2789
20210527_MKY4282_03_Cell02_GFP,yen,37,3750
20210527_MKY4282_03_Cell03_GFP,yen,26,2555
20210527_MKY4282_04_Cell01_GFP,yen,25,3742
20210527_MKY4282_04_Cell02_GFP,yen,26,3114
20210527_MKY4282_04_Cell03_GFP,yen,23,2566
20210527_MKY4282_05_Cell01_GFP,yen,14,3606
20210527_MKY4282_05_Cell02_GFP,yen,18,2582
20210527_MKY4282_05_Cell03_GFP,yen,29,3443
20210527_MKY4282_05_Cell04_GFP,yen,15,3204
20210527_MKY4282_05_Cell05_GFP,yen,23,3686
20210527_MKY4282_06_Cell01_GFP,yen,12,3404
20210527_MKY4282_06_Cell02_GFP,yen,22,3382
20210527_MKY4282_06_Cell03_GFP,yen,20,3364
20210527_MKY4282_06_Cell04_GFP,yen,15,2084
20210527_MKY4282_07_Cell01_GFP,yen,14,2748
20210527_MKY4282_07_Cell02_GFP,yen,23,3102
20210527_MKY4282_07_Cell04_GFP,yen,26,2316
20210527_MKY4282_08_Cell01_GFP,yen,32,3687
20210527_MKY4282_08_Cell02_GFP,yen,27,3381
20210527_MKY4282_08_Cell03_GFP,yen,22,4192
20210527_MKY4282_09_Cell01_GFP,yen,28,2724
20210527_MKY4282_09_Cell02_GFP,yen,15,2579
20210527_MKY4282_09_Cell03_GFP,yen,26,3327
20210527_MKY4282_09_Cell04_GFP,yen,21,3652
20210527_MKY4282_09_Cell05_GFP,yen,20,4055
20210527_MKY4282_10_Cell01_GFP,yen,22,3151
20210527_MKY4282_10_Cell02_GFP,yen,13,2785
20210527_MKY4282_10_Cell03_GFP,yen,20,3498
20210527_MKY4282_11_Cell01_GFP,yen,32,3321
20210527_MKY4282_11_Cell02_GFP,yen,30,2921
20210527_MKY4282_11_Cell03_GFP,yen,20,3196
20210527_MKY4282_12_Cell01_GFP,yen,20,4108
20210527_MKY4282_12_Cell02_GFP,yen,18,2191
20210527_MKY4282_12_Cell03_GFP,yen,21,3722
20210527_MKY4282_12_Cell04_GFP,yen,26,2376
20210527_MKY4282_12_Cell05_GFP,yen,25,3358
20210527_MKY4282_13_Cell01_GFP,yen,16,3639
20210527_MKY4282_13_Cell02_GFP,yen,27,3804
20210527_MKY4282_13_Cell03_GFP,yen,25,4489
20210527_MKY4282_14_Cell01_GFP,yen,21,3192
20210527_MKY4282_14_Cell02_GFP,yen,21,2184
20210527_MKY4282_14_Cell03_GFP,yen,31,4128
20210527_MKY4282_14_Cell04_GFP,yen,6,1948
20210527_MKY4282_15_Cell01_GFP,yen,24,3469
20210527_MKY4282_15_Cell02_GFP,yen,25,2112
20210527_MKY4282_15_Cell03_GFP,yen,22,3246
20210527_MKY4282_15_Cell04_GFP,yen,26,4287
20210527_MKY4291_01_Cell01_GFP,yen,16,3216
20210527_MKY4291_01_Cell02_GFP,yen,27,3485
20210527_MKY4291_01_Cell03_GFP,yen,16,2386
20210527_MKY4291_01_Cell04_GFP,yen,12,2280
20210527_MKY4291_01_Cell05_GFP,yen,34,4103
20210527_MKY4291_02_Cell01_GFP,yen,17,2935
20210527_MKY4291_02_Cell02_GFP,yen,16,2084
20210527_MKY4291_02_Cell03_GFP,yen,21,2597
20210527_MKY4291_03_Cell01_GFP,yen,10,2751
20210527_MKY4291_03_Cell02_GFP,yen,22,3281
20210527_MKY4291_03_Cell03_GFP,yen,17,3049
20210527_MKY4291_04_Cell01_GFP,yen,27,4985
20210527_MKY4291_04_Cell02_GFP,yen,20,2562
20210527_MKY4291_04_Cell03_GFP,yen,11,1977
20210527_MKY4291_04_Cell04_GFP,yen,12,2682
20210527_MKY4291_04_Cell05_GFP,yen,32,4245
20210527_MKY4291_05_Cell01_GFP,yen,15,1993
20210527_MKY4291_05_Cell02_GFP,yen,3,2338
20210527_MKY4291_05_Cell03_GFP,yen,14,3049
20210527_MKY4291_05_Cell04_GFP,yen,28,2924
20210527_MKY4291_06_Cell01_GFP,yen,26,4076
20210527_MKY4291_06_Cell02_GFP,yen,12,2323
20210527_MKY4291_06_Cell03_GFP,yen,5,3038
20210527_MKY4291_07_Cell01_GFP,yen,17,3784
20210527_MKY4291_07_Cell02_GFP,yen,7,2354
20210527_MKY4291_07_Cell03_GFP,yen,25,2608
20210527_MKY4291_07_Cell04_GFP,yen,23,2960
20210527_MKY4291_07_Cell05_GFP,yen,35,3536
20210527_MKY4291_08_Cell01_GFP,yen,13,2801
20210527_MKY4291_08_Cell02_GFP,yen,9,2007
20210527_MKY4291_08_Cell03_GFP,yen,7,1897
20210527_MKY4291_08_Cell04_GFP,yen,23,3253
20210527_MKY4291_08_Cell05_GFP,yen,30,3537
20210527_MKY4291_09_Cell01_GFP,yen,14,2655
20210527_MKY4291_09_Cell02_GFP,yen,16,2644
20210527_MKY4291_09_Cell03_GFP,yen,30,3346
20210527_MKY4291_10_Cell01_GFP,yen,25,3482
20210527_MKY4291_10_Cell02_GFP,yen,18,2342
20210527_MKY4291_10_Cell03_GFP,yen,17,2267
20210527_MKY4291_10_Cell04_GFP,yen,29,3623
20210527_MKY4291_11_Cell01_GFP,yen,8,2211
20210527_MKY4291_11_Cell02_GFP,yen,15,2152
20210527_MKY4291_11_Cell03_GFP,yen,29,3341
20210527_MKY4291_11_Cell04_GFP,yen,33,3557
20210527_MKY4291_11_Cell05_GFP,yen,18,3156
20210527_MKY4291_12_Cell01_GFP,yen,25,2966
20210527_MKY4291_12_Cell02_GFP,yen,16,3436
20210527_MKY4291_12_Cell03_GFP,yen,4,2048
20210527_MKY4291_12_Cell04_GFP,yen,30,3426
20210527_MKY4291_13_Cell01_GFP,yen,16,3458
20210527_MKY4291_13_Cell02_GFP,yen,21,3672
20210527_MKY4291_13_Cell03_GFP,yen,2,1795
20210527_MKY4291_13_Cell04_GFP,yen,18,2509
20210527_MKY4291_14_Cell01_GFP,yen,14,2570
20210527_MKY4291_14_Cell02_GFP,yen,16,4566
20210527_MKY4291_14_Cell03_GFP,yen,25,2770
20210527_MKY4291_14_Cell04_GFP,yen,13,2348
20210527_MKY4291_14_Cell05_GFP,yen,15,2435
20210527_MKY4291_15_Cell01_GFP,yen,19,3321
20210527_MKY4291_15_Cell02_GFP,yen,31,3717
20210527_MKY4291_15_Cell03_GFP,yen,21,2851
20210527_MKY4291_15_Cell04_GFP,yen,13,2410
