signal,movie,position,time,intensity
wt.cyto,06,x421y197w5h5,265,103.04
wt.cyto,06,x421y197w5h5,270,102.56
wt.cyto,06,x421y197w5h5,275,103.2
wt.cyto,06,x421y197w5h5,280,102.84
wt.cyto,06,x421y197w5h5,285,103.64
wt.cyto,06,x421y197w5h5,290,103.88
wt.cyto,06,x421y197w5h5,295,103.48
wt.cyto,06,x421y197w5h5,300,103.52
wt.cyto,06,x421y197w5h5,305,103.92
wt.cyto,06,x421y197w5h5,310,103.24
wt.cyto,06,x421y197w5h5,315,103.68
wt.cyto,06,x421y197w5h5,320,103.76
wt.cyto,06,x421y197w5h5,325,102.88
wt.cyto,06,x421y197w5h5,330,103.28
wt.cyto,06,x421y197w5h5,335,103.2
wt.cyto,06,x421y197w5h5,340,103.64
wt.cyto,06,x421y197w5h5,345,103.48
wt.cyto,06,x421y197w5h5,350,102.8
wt.cyto,06,x421y197w5h5,355,103.96
wt.cyto,06,x421y197w5h5,360,103.56
wt.cyto,06,x421y197w5h5,365,103.2
wt.cyto,06,x421y197w5h5,370,103.8
wt.cyto,06,x421y197w5h5,375,103.92
wt.cyto,06,x421y197w5h5,380,103.52
wt.cyto,06,x421y197w5h5,385,103.32
wt.cyto,06,x421y197w5h5,390,102.76
wt.cyto,06,x421y197w5h5,395,103.28
wt.cyto,06,x421y197w5h5,400,104.24
wt.cyto,06,x421y197w5h5,405,103.6
wt.cyto,06,x421y197w5h5,410,103.76
wt.cyto,06,x421y197w5h5,415,103.4
wt.cyto,06,x421y197w5h5,420,103.44
wt.cyto,06,x421y197w5h5,425,104.32
wt.cyto,06,x421y197w5h5,430,103.88
wt.cyto,06,x421y197w5h5,435,104.08
wt.cyto,06,x421y197w5h5,440,104.72
wt.cyto,06,x421y197w5h5,445,102.96
wt.cyto,06,x421y197w5h5,450,104.24
wt.cyto,06,x421y197w5h5,455,102.88
wt.cyto,06,x421y197w5h5,460,103.76
wt.cyto,06,x421y197w5h5,465,103.84
wt.cyto,06,x421y197w5h5,470,103.72
wt.cyto,06,x421y197w5h5,475,103.8
wt.cyto,06,x421y197w5h5,480,103.4
wt.cyto,06,x421y197w5h5,485,103.8
wt.cyto,06,x421y197w5h5,490,103
wt.cyto,06,x421y197w5h5,495,104.12
oe.cyto,06,x425y77w5h5,15,102.52
oe.cyto,06,x425y77w5h5,20,102.12
oe.cyto,06,x425y77w5h5,25,102.52
oe.cyto,06,x425y77w5h5,30,103
oe.cyto,06,x425y77w5h5,35,103.4
oe.cyto,06,x425y77w5h5,40,101.76
oe.cyto,06,x425y77w5h5,45,101.72
oe.cyto,06,x425y77w5h5,50,102.16
oe.cyto,06,x425y77w5h5,55,101.96
oe.cyto,06,x425y77w5h5,60,102.2
oe.cyto,06,x425y77w5h5,65,102.16
oe.cyto,06,x425y77w5h5,70,101.48
oe.cyto,06,x425y77w5h5,75,101.16
oe.cyto,06,x425y77w5h5,80,101.96
oe.cyto,06,x425y77w5h5,85,101.92
oe.cyto,06,x425y77w5h5,90,101.88
oe.cyto,06,x425y77w5h5,95,101.84
oe.cyto,06,x425y77w5h5,100,102.28
oe.cyto,06,x425y77w5h5,105,102.48
oe.cyto,06,x425y77w5h5,110,102.04
oe.cyto,06,x425y77w5h5,115,101
oe.cyto,06,x425y77w5h5,120,101.88
oe.cyto,06,x425y77w5h5,125,102.68
oe.cyto,06,x425y77w5h5,130,102.6
oe.cyto,06,x425y77w5h5,135,101.52
oe.cyto,06,x425y77w5h5,140,101.72
oe.cyto,06,x425y77w5h5,145,102.32
oe.cyto,06,x425y77w5h5,150,101.56
oe.cyto,06,x425y77w5h5,155,102.4
oe.cyto,06,x425y77w5h5,160,102.04
oe.cyto,06,x425y77w5h5,165,102.36
oe.cyto,06,x425y77w5h5,170,102.28
oe.cyto,06,x425y77w5h5,175,102.12
oe.cyto,06,x425y77w5h5,180,101.6
oe.cyto,06,x425y77w5h5,185,101.92
oe.cyto,06,x425y77w5h5,190,102.4
oe.cyto,06,x425y77w5h5,195,102.08
oe.cyto,06,x425y77w5h5,200,102.4
oe.cyto,06,x425y77w5h5,205,101.88
oe.cyto,06,x425y77w5h5,210,102.04
oe.cyto,06,x425y77w5h5,215,101.84
oe.cyto,06,x425y77w5h5,220,102.6
oe.cyto,06,x425y77w5h5,225,102.44
oe.cyto,06,x425y77w5h5,230,102.08
oe.cyto,06,x425y77w5h5,235,103.4
oe.cyto,06,x425y77w5h5,240,101.48
oe.cyto,06,x425y77w5h5,245,102.52
oe.cyto,06,x425y77w5h5,250,102.68
oe.cyto,06,x425y77w5h5,255,101.72
oe.cyto,06,x425y77w5h5,260,102.32
oe.cyto,06,x425y77w5h5,265,102.28
oe.cyto,06,x425y77w5h5,270,101.96
oe.cyto,06,x425y77w5h5,275,102.04
oe.cyto,06,x425y77w5h5,280,102.68
oe.cyto,06,x425y77w5h5,285,101.64
oe.cyto,06,x425y77w5h5,290,102.72
oe.cyto,06,x425y77w5h5,295,101.68
oe.cyto,06,x425y77w5h5,300,103.08
oe.cyto,06,x425y77w5h5,305,101.88
oe.cyto,06,x425y77w5h5,310,102.52
oe.cyto,06,x425y77w5h5,315,102.52
oe.cyto,06,x425y77w5h5,320,102.76
oe.cyto,06,x425y77w5h5,325,102.32
oe.cyto,06,x425y77w5h5,330,102.32
oe.cyto,06,x425y77w5h5,335,102.52
oe.cyto,06,x425y77w5h5,340,102.72
oe.cyto,06,x425y77w5h5,345,102.8
oe.cyto,06,x425y77w5h5,350,102.4
oe.cyto,06,x425y77w5h5,355,103.28
oe.cyto,06,x425y77w5h5,360,103.32
oe.cyto,06,x425y77w5h5,365,102.24
oe.cyto,06,x425y77w5h5,370,102.52
oe.cyto,06,x425y77w5h5,375,103.12
oe.cyto,06,x425y77w5h5,380,103.72
oe.cyto,06,x425y77w5h5,385,104.6
oe.cyto,06,x425y77w5h5,390,103.92
oe.cyto,06,x425y77w5h5,395,103.36
oe.cyto,06,x425y77w5h5,400,103.32
oe.cyto,06,x425y77w5h5,405,102.92
oe.cyto,06,x425y77w5h5,410,102.72
oe.cyto,06,x425y77w5h5,415,102.76
oe.cyto,06,x425y77w5h5,420,103.08
oe.cyto,06,x425y77w5h5,425,103.4
oe.cyto,06,x425y77w5h5,430,102.16
oe.cyto,06,x425y77w5h5,435,102.84
oe.cyto,06,x425y77w5h5,440,101.88
oe.cyto,06,x425y77w5h5,445,103.08
oe.cyto,06,x425y77w5h5,450,103.6
oe.cyto,06,x425y77w5h5,455,103.64
oe.cyto,06,x425y77w5h5,460,103.44
oe.cyto,06,x425y77w5h5,465,103.44
oe.cyto,06,x425y77w5h5,470,103.84
oe.cyto,06,x425y77w5h5,475,103.32
oe.cyto,06,x425y77w5h5,480,102.96
oe.cyto,06,x425y77w5h5,485,103.68
oe.cyto,06,x425y77w5h5,490,103.4
oe.cyto,06,x425y77w5h5,495,103
bg,06,x431y531w5h5,15,100.88
bg,06,x431y531w5h5,20,100.12
bg,06,x431y531w5h5,25,100.64
bg,06,x431y531w5h5,30,100.76
bg,06,x431y531w5h5,35,99.96
bg,06,x431y531w5h5,40,100.68
bg,06,x431y531w5h5,45,100.16
bg,06,x431y531w5h5,50,100.32
bg,06,x431y531w5h5,55,100.56
bg,06,x431y531w5h5,60,99.88
bg,06,x431y531w5h5,65,100.6
bg,06,x431y531w5h5,70,100.28
bg,06,x431y531w5h5,75,100.52
bg,06,x431y531w5h5,80,100.24
bg,06,x431y531w5h5,85,100.16
bg,06,x431y531w5h5,90,100.28
bg,06,x431y531w5h5,95,100.2
bg,06,x431y531w5h5,100,100.88
bg,06,x431y531w5h5,105,100.36
bg,06,x431y531w5h5,110,100.44
bg,06,x431y531w5h5,115,100.44
bg,06,x431y531w5h5,120,99.48
bg,06,x431y531w5h5,125,100.28
bg,06,x431y531w5h5,130,101
bg,06,x431y531w5h5,135,99.68
bg,06,x431y531w5h5,140,100.44
bg,06,x431y531w5h5,145,100.2
bg,06,x431y531w5h5,150,100.68
bg,06,x431y531w5h5,155,99.84
bg,06,x431y531w5h5,160,99.84
bg,06,x431y531w5h5,165,100.4
bg,06,x431y531w5h5,170,100.56
bg,06,x431y531w5h5,175,100
bg,06,x431y531w5h5,180,100.44
bg,06,x431y531w5h5,185,100.64
bg,06,x431y531w5h5,190,100.2
bg,06,x431y531w5h5,195,100.2
bg,06,x431y531w5h5,200,99.68
bg,06,x431y531w5h5,205,99.92
bg,06,x431y531w5h5,210,100
bg,06,x431y531w5h5,215,99.96
bg,06,x431y531w5h5,220,100.92
bg,06,x431y531w5h5,225,100.12
bg,06,x431y531w5h5,230,100.56
bg,06,x431y531w5h5,235,99.72
bg,06,x431y531w5h5,240,99.84
bg,06,x431y531w5h5,245,100.44
bg,06,x431y531w5h5,250,99.84
bg,06,x431y531w5h5,255,100.16
bg,06,x431y531w5h5,260,99.64
bg,06,x431y531w5h5,265,100.8
bg,06,x431y531w5h5,270,100.6
bg,06,x431y531w5h5,275,99.88
bg,06,x431y531w5h5,280,100.72
bg,06,x431y531w5h5,285,100.08
bg,06,x431y531w5h5,290,100.6
bg,06,x431y531w5h5,295,100.24
bg,06,x431y531w5h5,300,100.52
bg,06,x431y531w5h5,305,100.44
bg,06,x431y531w5h5,310,100
bg,06,x431y531w5h5,315,100
bg,06,x431y531w5h5,320,99.48
bg,06,x431y531w5h5,325,100.48
bg,06,x431y531w5h5,330,100.92
bg,06,x431y531w5h5,335,100.44
bg,06,x431y531w5h5,340,100.24
bg,06,x431y531w5h5,345,100.28
bg,06,x431y531w5h5,350,100.16
bg,06,x431y531w5h5,355,100.68
bg,06,x431y531w5h5,360,100.84
bg,06,x431y531w5h5,365,100.32
bg,06,x431y531w5h5,370,100.72
bg,06,x431y531w5h5,375,100.32
bg,06,x431y531w5h5,380,100.76
bg,06,x431y531w5h5,385,99.52
bg,06,x431y531w5h5,390,101.04
bg,06,x431y531w5h5,395,99.88
bg,06,x431y531w5h5,400,100.68
bg,06,x431y531w5h5,405,100.28
bg,06,x431y531w5h5,410,100.2
bg,06,x431y531w5h5,415,100.16
bg,06,x431y531w5h5,420,99.68
bg,06,x431y531w5h5,425,100.52
bg,06,x431y531w5h5,430,100.08
bg,06,x431y531w5h5,435,99.84
bg,06,x431y531w5h5,440,100.44
bg,06,x431y531w5h5,445,100.48
bg,06,x431y531w5h5,450,100.08
bg,06,x431y531w5h5,455,100
bg,06,x431y531w5h5,460,99.88
bg,06,x431y531w5h5,465,100.2
bg,06,x431y531w5h5,470,100.32
bg,06,x431y531w5h5,475,100.6
bg,06,x431y531w5h5,480,100.24
bg,06,x431y531w5h5,485,100.32
bg,06,x431y531w5h5,490,99.72
bg,06,x431y531w5h5,495,100.48
bg,06,x437y243w5h5,15,100.28
bg,06,x437y243w5h5,20,100.44
bg,06,x437y243w5h5,25,100.04
bg,06,x437y243w5h5,30,100.16
bg,06,x437y243w5h5,35,100.08
bg,06,x437y243w5h5,40,100
bg,06,x437y243w5h5,45,100.08
bg,06,x437y243w5h5,50,100.48
bg,06,x437y243w5h5,55,99.96
bg,06,x437y243w5h5,60,100.44
bg,06,x437y243w5h5,65,100.52
bg,06,x437y243w5h5,70,100.08
bg,06,x437y243w5h5,75,99.96
bg,06,x437y243w5h5,80,100.12
bg,06,x437y243w5h5,85,100.52
bg,06,x437y243w5h5,90,99.96
bg,06,x437y243w5h5,95,100.44
bg,06,x437y243w5h5,100,100
bg,06,x437y243w5h5,105,99.92
bg,06,x437y243w5h5,110,100.4
bg,06,x437y243w5h5,115,99.92
bg,06,x437y243w5h5,120,99.56
bg,06,x437y243w5h5,125,100.44
bg,06,x437y243w5h5,130,100.16
bg,06,x437y243w5h5,135,100.6
bg,06,x437y243w5h5,140,99.6
bg,06,x437y243w5h5,145,99.96
bg,06,x437y243w5h5,150,99.72
bg,06,x437y243w5h5,155,100.32
bg,06,x437y243w5h5,160,100.04
bg,06,x437y243w5h5,165,100.44
bg,06,x437y243w5h5,170,100.12
bg,06,x437y243w5h5,175,100.24
bg,06,x437y243w5h5,180,100.72
bg,06,x437y243w5h5,185,99.76
bg,06,x437y243w5h5,190,100.32
bg,06,x437y243w5h5,195,99.92
bg,06,x437y243w5h5,200,99.64
bg,06,x437y243w5h5,205,100.2
bg,06,x437y243w5h5,210,100.24
bg,06,x437y243w5h5,215,99.48
bg,06,x437y243w5h5,220,100.52
bg,06,x437y243w5h5,225,100.28
bg,06,x437y243w5h5,230,99.76
bg,06,x437y243w5h5,235,100
bg,06,x437y243w5h5,240,100.24
bg,06,x437y243w5h5,245,100.44
bg,06,x437y243w5h5,250,100.48
bg,06,x437y243w5h5,255,100.48
bg,06,x437y243w5h5,260,100.44
bg,06,x437y243w5h5,265,100.24
bg,06,x437y243w5h5,270,100.24
bg,06,x437y243w5h5,275,100.64
bg,06,x437y243w5h5,280,100.6
bg,06,x437y243w5h5,285,99.76
bg,06,x437y243w5h5,290,100.2
bg,06,x437y243w5h5,295,100.36
bg,06,x437y243w5h5,300,100.68
bg,06,x437y243w5h5,305,100.4
bg,06,x437y243w5h5,310,100.72
bg,06,x437y243w5h5,315,100.28
bg,06,x437y243w5h5,320,100.8
bg,06,x437y243w5h5,325,100.32
bg,06,x437y243w5h5,330,100.56
bg,06,x437y243w5h5,335,100.16
bg,06,x437y243w5h5,340,100.8
bg,06,x437y243w5h5,345,100.44
bg,06,x437y243w5h5,350,100.32
bg,06,x437y243w5h5,355,100.28
bg,06,x437y243w5h5,360,100.24
bg,06,x437y243w5h5,365,100.92
bg,06,x437y243w5h5,370,100.2
bg,06,x437y243w5h5,375,100.84
bg,06,x437y243w5h5,380,100.84
bg,06,x437y243w5h5,385,100.6
bg,06,x437y243w5h5,390,100.24
bg,06,x437y243w5h5,395,100.36
bg,06,x437y243w5h5,400,100.76
bg,06,x437y243w5h5,405,99.88
bg,06,x437y243w5h5,410,99.84
bg,06,x437y243w5h5,415,100.76
bg,06,x437y243w5h5,420,100.56
bg,06,x437y243w5h5,425,100.8
bg,06,x437y243w5h5,430,100.72
bg,06,x437y243w5h5,435,100.24
bg,06,x437y243w5h5,440,100.08
bg,06,x437y243w5h5,445,100.2
bg,06,x437y243w5h5,450,100.68
bg,06,x437y243w5h5,455,100.52
bg,06,x437y243w5h5,460,100.6
bg,06,x437y243w5h5,465,99.96
bg,06,x437y243w5h5,470,100.68
bg,06,x437y243w5h5,475,100.52
bg,06,x437y243w5h5,480,100.76
bg,06,x437y243w5h5,485,100.48
bg,06,x437y243w5h5,490,100.52
bg,06,x437y243w5h5,495,100.12
wt.total,06,x499y115w42h46,15,104.061
wt.total,06,x499y115w42h46,20,104.394
wt.total,06,x499y115w42h46,25,104.518
wt.total,06,x499y115w42h46,30,104.708
wt.total,06,x499y115w42h46,35,104.997
wt.total,06,x499y115w42h46,40,105.194
wt.total,06,x499y115w42h46,45,104.855
wt.total,06,x499y115w42h46,50,105.57
wt.total,06,x499y115w42h46,55,105.774
wt.total,06,x499y115w42h46,60,105.985
wt.total,06,x499y115w42h46,65,105.844
wt.total,06,x499y115w42h46,70,105.973
wt.total,06,x499y115w42h46,75,105.755
wt.total,06,x499y115w42h46,80,105.902
wt.total,06,x499y115w42h46,85,105.476
wt.total,06,x499y115w42h46,90,106.063
wt.total,06,x499y115w42h46,95,105.618
wt.total,06,x499y115w42h46,100,105.557
wt.total,06,x499y115w42h46,105,105.559
wt.total,06,x499y115w42h46,110,105.949
wt.total,06,x499y115w42h46,115,105.797
wt.total,06,x499y115w42h46,120,105.781
wt.total,06,x499y115w42h46,125,106.098
wt.total,06,x499y115w42h46,130,105.53
wt.total,06,x499y115w42h46,135,105.838
wt.total,06,x499y115w42h46,140,105.701
wt.total,06,x499y115w42h46,145,105.667
wt.total,06,x499y115w42h46,150,105.904
wt.total,06,x499y115w42h46,155,106.081
wt.total,06,x499y115w42h46,160,106.184
wt.total,06,x499y115w42h46,165,105.837
wt.total,06,x499y115w42h46,170,106.145
wt.total,06,x499y115w42h46,175,106.146
wt.total,06,x499y115w42h46,180,106.146
wt.total,06,x499y115w42h46,185,106.02
wt.total,06,x499y115w42h46,190,106.252
wt.total,06,x499y115w42h46,195,105.797
wt.total,06,x499y115w42h46,200,105.847
wt.total,06,x499y115w42h46,205,105.978
wt.total,06,x499y115w42h46,210,105.886
wt.total,06,x499y115w42h46,215,105.893
wt.total,06,x499y115w42h46,220,106.142
wt.total,06,x499y115w42h46,225,106.139
wt.total,06,x499y115w42h46,230,106.507
wt.total,06,x499y115w42h46,235,106.056
wt.total,06,x499y115w42h46,240,106.01
wt.total,06,x499y115w42h46,245,106.008
wt.total,06,x499y115w42h46,250,105.979
wt.total,06,x499y115w42h46,255,106.156
wt.total,06,x499y115w42h46,260,105.906
wt.total,06,x499y115w42h46,265,105.857
wt.total,06,x499y115w42h46,270,105.469
wt.total,06,x499y115w42h46,275,106.26
wt.total,06,x499y115w42h46,280,106.005
wt.total,06,x499y115w42h46,285,105.837
wt.total,06,x499y115w42h46,290,106.098
wt.total,06,x499y115w42h46,295,106.202
wt.total,06,x499y115w42h46,300,105.89
wt.total,06,x499y115w42h46,305,106.593
wt.total,06,x499y115w42h46,310,106.136
wt.total,06,x499y115w42h46,315,105.919
wt.total,06,x499y115w42h46,320,106.484
wt.total,06,x499y115w42h46,325,105.955
wt.total,06,x499y115w42h46,330,106.454
wt.total,06,x499y115w42h46,335,106.738
wt.total,06,x499y115w42h46,340,105.89
wt.total,06,x499y115w42h46,345,106.198
wt.total,06,x499y115w42h46,350,106.144
wt.total,06,x499y115w42h46,355,106.327
wt.total,06,x499y115w42h46,360,106.879
wt.total,06,x499y115w42h46,365,106.473
wt.total,06,x499y115w42h46,370,106.899
wt.total,06,x499y115w42h46,375,106.621
wt.total,06,x499y115w42h46,380,106.597
wt.total,06,x499y115w42h46,385,106.49
wt.total,06,x499y115w42h46,390,106.86
wt.total,06,x499y115w42h46,395,107.063
wt.total,06,x499y115w42h46,400,106.367
wt.total,06,x499y115w42h46,405,107.008
wt.total,06,x499y115w42h46,410,107.091
wt.total,06,x499y115w42h46,415,106.412
wt.total,06,x499y115w42h46,420,106.691
wt.total,06,x499y115w42h46,425,106.744
wt.total,06,x499y115w42h46,430,106.66
wt.total,06,x499y115w42h46,435,107.206
wt.total,06,x499y115w42h46,440,107.208
wt.total,06,x499y115w42h46,445,106.999
wt.total,06,x499y115w42h46,450,106.963
wt.total,06,x499y115w42h46,455,107.012
wt.total,06,x499y115w42h46,460,107.1
wt.total,06,x499y115w42h46,465,107.165
wt.total,06,x499y115w42h46,470,107.001
wt.total,06,x499y115w42h46,475,106.814
wt.total,06,x499y115w42h46,480,106.647
wt.total,06,x499y115w42h46,485,106.959
wt.total,06,x499y115w42h46,490,107.115
wt.total,06,x499y115w42h46,495,107.004
bg,06,x504y859w5h5,15,101.16
bg,06,x504y859w5h5,20,100.92
bg,06,x504y859w5h5,25,100.44
bg,06,x504y859w5h5,30,100.44
bg,06,x504y859w5h5,35,100.2
bg,06,x504y859w5h5,40,100.32
bg,06,x504y859w5h5,45,100.8
bg,06,x504y859w5h5,50,100.56
bg,06,x504y859w5h5,55,100.56
bg,06,x504y859w5h5,60,100.12
bg,06,x504y859w5h5,65,101
bg,06,x504y859w5h5,70,100.6
bg,06,x504y859w5h5,75,100.8
bg,06,x504y859w5h5,80,100.76
bg,06,x504y859w5h5,85,100.28
bg,06,x504y859w5h5,90,100.8
bg,06,x504y859w5h5,95,100.44
bg,06,x504y859w5h5,100,99.88
bg,06,x504y859w5h5,105,100.44
bg,06,x504y859w5h5,110,100.16
bg,06,x504y859w5h5,115,100.6
bg,06,x504y859w5h5,120,100.8
bg,06,x504y859w5h5,125,100.36
bg,06,x504y859w5h5,130,100.72
bg,06,x504y859w5h5,135,100.64
bg,06,x504y859w5h5,140,100.52
bg,06,x504y859w5h5,145,100.72
bg,06,x504y859w5h5,150,100.72
bg,06,x504y859w5h5,155,100.64
bg,06,x504y859w5h5,160,100.28
bg,06,x504y859w5h5,165,100.24
bg,06,x504y859w5h5,170,100.96
bg,06,x504y859w5h5,175,101.24
bg,06,x504y859w5h5,180,100
bg,06,x504y859w5h5,185,100.4
bg,06,x504y859w5h5,190,100.32
bg,06,x504y859w5h5,195,100.4
bg,06,x504y859w5h5,200,100.2
bg,06,x504y859w5h5,205,100.52
bg,06,x504y859w5h5,210,100.6
bg,06,x504y859w5h5,215,101.08
bg,06,x504y859w5h5,220,100.76
bg,06,x504y859w5h5,225,101.04
bg,06,x504y859w5h5,230,100.64
bg,06,x504y859w5h5,235,100.76
bg,06,x504y859w5h5,240,100.72
bg,06,x504y859w5h5,245,99.84
bg,06,x504y859w5h5,250,100.96
bg,06,x504y859w5h5,255,100.68
bg,06,x504y859w5h5,260,100.56
bg,06,x504y859w5h5,265,100.72
bg,06,x504y859w5h5,270,100.76
bg,06,x504y859w5h5,275,100.64
bg,06,x504y859w5h5,280,100.8
bg,06,x504y859w5h5,285,100.44
bg,06,x504y859w5h5,290,100.68
bg,06,x504y859w5h5,295,101
bg,06,x504y859w5h5,300,100.36
bg,06,x504y859w5h5,305,100.88
bg,06,x504y859w5h5,310,100.8
bg,06,x504y859w5h5,315,100.12
bg,06,x504y859w5h5,320,100.6
bg,06,x504y859w5h5,325,100.96
bg,06,x504y859w5h5,330,100.56
bg,06,x504y859w5h5,335,100.8
bg,06,x504y859w5h5,340,100.4
bg,06,x504y859w5h5,345,100.76
bg,06,x504y859w5h5,350,100.04
bg,06,x504y859w5h5,355,101
bg,06,x504y859w5h5,360,100.28
bg,06,x504y859w5h5,365,100.32
bg,06,x504y859w5h5,370,100.6
bg,06,x504y859w5h5,375,100.48
bg,06,x504y859w5h5,380,100.8
bg,06,x504y859w5h5,385,100.76
bg,06,x504y859w5h5,390,100.84
bg,06,x504y859w5h5,395,100.6
bg,06,x504y859w5h5,400,101.28
bg,06,x504y859w5h5,405,100.6
bg,06,x504y859w5h5,410,101.2
bg,06,x504y859w5h5,415,100.92
bg,06,x504y859w5h5,420,100.4
bg,06,x504y859w5h5,425,100.52
bg,06,x504y859w5h5,430,100.92
bg,06,x504y859w5h5,435,100.88
bg,06,x504y859w5h5,440,100.28
bg,06,x504y859w5h5,445,100.72
bg,06,x504y859w5h5,450,100.6
bg,06,x504y859w5h5,455,100.8
bg,06,x504y859w5h5,460,100.64
bg,06,x504y859w5h5,465,101.4
bg,06,x504y859w5h5,470,100.56
bg,06,x504y859w5h5,475,100.96
bg,06,x504y859w5h5,480,100.76
bg,06,x504y859w5h5,485,100.8
bg,06,x504y859w5h5,490,100.28
bg,06,x504y859w5h5,495,100.72
wt.total,06,x50y899w50h44,15,105.502
wt.total,06,x50y899w50h44,20,105.873
wt.total,06,x50y899w50h44,25,105.836
wt.total,06,x50y899w50h44,30,106.51
wt.total,06,x50y899w50h44,35,106.48
wt.total,06,x50y899w50h44,40,106.098
wt.total,06,x50y899w50h44,45,107.043
wt.total,06,x50y899w50h44,50,106.318
wt.total,06,x50y899w50h44,55,106.832
wt.total,06,x50y899w50h44,60,107.014
wt.total,06,x50y899w50h44,65,106.899
wt.total,06,x50y899w50h44,70,106.961
wt.total,06,x50y899w50h44,75,106.917
wt.total,06,x50y899w50h44,80,107.343
wt.total,06,x50y899w50h44,85,106.974
wt.total,06,x50y899w50h44,90,106.845
wt.total,06,x50y899w50h44,95,107.14
wt.total,06,x50y899w50h44,100,107.28
wt.total,06,x50y899w50h44,105,106.97
wt.total,06,x50y899w50h44,110,106.459
wt.total,06,x50y899w50h44,115,106.272
wt.total,06,x50y899w50h44,120,105.85
wt.total,06,x50y899w50h44,125,106.772
wt.total,06,x50y899w50h44,130,105.711
wt.total,06,x50y899w50h44,135,106.94
wt.total,06,x50y899w50h44,140,106.581
wt.total,06,x50y899w50h44,145,105.943
wt.total,06,x50y899w50h44,150,105.747
wt.total,06,x50y899w50h44,155,105.815
wt.total,06,x50y899w50h44,160,106.084
wt.total,06,x50y899w50h44,165,105.948
wt.total,06,x50y899w50h44,170,106.211
wt.total,06,x50y899w50h44,175,105.833
wt.total,06,x50y899w50h44,180,106.64
wt.total,06,x50y899w50h44,185,106.085
wt.total,06,x50y899w50h44,190,106.247
wt.total,06,x50y899w50h44,195,106.502
wt.total,06,x50y899w50h44,200,105.947
wt.total,06,x50y899w50h44,205,106.91
wt.total,06,x50y899w50h44,210,106.193
wt.total,06,x50y899w50h44,215,106.192
wt.total,06,x50y899w50h44,220,105.805
wt.total,06,x50y899w50h44,225,106.019
wt.total,06,x50y899w50h44,230,106.102
wt.total,06,x50y899w50h44,235,106.252
wt.total,06,x50y899w50h44,240,106.204
wt.total,06,x50y899w50h44,245,106.261
wt.total,06,x50y899w50h44,250,106.237
wt.total,06,x50y899w50h44,255,106.311
wt.total,06,x50y899w50h44,260,105.862
wt.total,06,x50y899w50h44,265,105.47
wt.total,06,x50y899w50h44,270,105.78
wt.total,06,x50y899w50h44,275,105.805
wt.total,06,x50y899w50h44,280,105.782
wt.total,06,x50y899w50h44,285,106.029
wt.total,06,x50y899w50h44,290,105.756
wt.total,06,x50y899w50h44,295,105.613
wt.total,06,x50y899w50h44,300,105.932
wt.total,06,x50y899w50h44,305,106.114
wt.total,06,x50y899w50h44,310,105.657
wt.total,06,x50y899w50h44,315,105.206
wt.total,06,x50y899w50h44,320,106.172
wt.total,06,x50y899w50h44,325,105.914
wt.total,06,x50y899w50h44,330,105.89
wt.total,06,x50y899w50h44,335,105.732
wt.total,06,x50y899w50h44,340,105.85
wt.total,06,x50y899w50h44,345,105.875
wt.total,06,x50y899w50h44,350,105.892
wt.total,06,x50y899w50h44,355,106.806
wt.total,06,x50y899w50h44,360,106.59
wt.total,06,x50y899w50h44,365,106.332
wt.total,06,x50y899w50h44,370,106.905
wt.total,06,x50y899w50h44,375,106.892
wt.total,06,x50y899w50h44,380,106.786
wt.total,06,x50y899w50h44,385,106.976
wt.total,06,x50y899w50h44,390,107.23
wt.total,06,x50y899w50h44,395,107.43
wt.total,06,x50y899w50h44,400,107.447
wt.total,06,x50y899w50h44,405,107.96
wt.total,06,x50y899w50h44,410,107.61
wt.total,06,x50y899w50h44,415,107.53
wt.total,06,x50y899w50h44,420,108.036
wt.total,06,x50y899w50h44,425,108.189
wt.total,06,x50y899w50h44,430,107.867
wt.total,06,x50y899w50h44,435,108.087
wt.total,06,x50y899w50h44,440,108.531
wt.total,06,x50y899w50h44,445,108.771
wt.total,06,x50y899w50h44,450,108.578
wt.total,06,x50y899w50h44,455,108.732
wt.total,06,x50y899w50h44,460,108.859
wt.total,06,x50y899w50h44,465,108.308
wt.total,06,x50y899w50h44,470,108.098
wt.total,06,x50y899w50h44,475,108.759
wt.total,06,x50y899w50h44,480,108.329
wt.total,06,x50y899w50h44,485,108.939
wt.total,06,x50y899w50h44,490,109.295
wt.total,06,x50y899w50h44,495,109.428
wt.cyto,06,x519y146w5h5,15,103.4
wt.cyto,06,x519y146w5h5,20,101.68
wt.cyto,06,x519y146w5h5,25,101.68
wt.cyto,06,x519y146w5h5,30,102.52
wt.cyto,06,x519y146w5h5,35,101.76
wt.cyto,06,x519y146w5h5,40,101.92
wt.cyto,06,x519y146w5h5,45,101.28
wt.cyto,06,x519y146w5h5,50,101.76
wt.cyto,06,x519y146w5h5,55,101.52
wt.cyto,06,x519y146w5h5,60,101.92
wt.cyto,06,x519y146w5h5,65,102.16
wt.cyto,06,x519y146w5h5,70,102.4
wt.cyto,06,x519y146w5h5,75,102.96
wt.cyto,06,x519y146w5h5,80,104.08
wt.cyto,06,x519y146w5h5,85,103.24
wt.cyto,06,x519y146w5h5,90,104.4
wt.cyto,06,x519y146w5h5,95,103.68
wt.cyto,06,x519y146w5h5,100,104.12
wt.cyto,06,x519y146w5h5,105,104.2
