Cell,Threshold,Patches,Cross_Area
20210604_MKY4343R_13_Cell02_GFP,yen,12,2632
20210604_MKY4343R_13_Cell03_GFP,yen,23,3584
20210604_MKY4343R_14_Cell01_GFP,yen,22,2743
20210604_MKY4343R_14_Cell02_GFP,yen,19,3114
20210604_MKY4343R_14_Cell03_GFP,yen,23,3311
20210604_MKY4343R_14_Cell04_GFP,yen,11,2721
20210604_MKY4343R_15_Cell01_GFP,yen,20,2620
20210604_MKY4343R_15_Cell02_GFP,yen,8,2336
20210604_MKY4343R_15_Cell03_GFP,yen,13,2074
20210604_MKY4343_01_Cell01_GFP,yen,17,2012
20210604_MKY4343_01_Cell02_GFP,yen,19,2850
20210604_MKY4343_01_Cell03_GFP,yen,21,3257
20210604_MKY4343_02_Cell01_GFP,yen,14,3668
20210604_MKY4343_02_Cell02_GFP,yen,22,2974
20210604_MKY4343_02_Cell03_GFP,yen,19,2916
20210604_MKY4343_02_Cell04_GFP,yen,19,2679
20210604_MKY4343_03_Cell01_GFP,yen,15,2722
20210604_MKY4343_03_Cell02_GFP,yen,15,2713
20210604_MKY4343_03_Cell03_GFP,yen,20,2828
20210604_MKY4343_04_Cell01_GFP,yen,20,2973
20210604_MKY4343_04_Cell02_GFP,yen,14,2337
20210604_MKY4343_04_Cell03_GFP,yen,11,2389
20210604_MKY4343_05_Cell01_GFP,yen,19,2765
20210604_MKY4343_05_Cell02_GFP,yen,23,2624
20210604_MKY4343_05_Cell03_GFP,yen,17,2401
20210604_MKY4343_06_Cell01_GFP,yen,18,2657
20210604_MKY4343_06_Cell02_GFP,yen,25,2949
20210604_MKY4343_06_Cell03_GFP,yen,29,3145
20210604_MKY4343_06_Cell04_GFP,yen,16,2866
20210604_MKY4343_07_Cell01_GFP,yen,16,3253
20210604_MKY4343_07_Cell02_GFP,yen,14,2972
20210604_MKY4343_07_Cell03_GFP,yen,16,2908
20210604_MKY4343_08_Cell01_GFP,yen,27,2846
20210604_MKY4343_08_Cell02_GFP,yen,17,2765
20210604_MKY4343_08_Cell03_GFP,yen,11,3020
20210604_MKY4343_09_Cell01_GFP,yen,9,2861
20210604_MKY4343_09_Cell02_GFP,yen,23,2921
20210604_MKY4343_09_Cell03_GFP,yen,25,3093
20210604_MKY4343_09_Cell04_GFP,yen,19,2688
20210604_MKY4343_10_Cell01_GFP,yen,18,2859
20210604_MKY4343_10_Cell02_GFP,yen,17,3298
20210604_MKY4343_10_Cell03_GFP,yen,17,2694
20210604_MKY4343_11_Cell01_GFP,yen,17,2942
20210604_MKY4343_11_Cell02_GFP,yen,19,2868
20210604_MKY4343_11_Cell03_GFP,yen,25,2925
20210604_MKY4343_11_Cell04_GFP,yen,22,2948
20210604_MKY4343_12_Cell01_GFP,yen,18,2566
20210604_MKY4343_12_Cell02_GFP,yen,23,3515
20210604_MKY4343_12_Cell03_GFP,yen,7,2086
20210604_MKY4343_12_Cell04_GFP,yen,21,2884
20210604_MKY4343_13_Cell01_GFP,yen,16,3248
20210604_MKY4343_13_Cell02_GFP,yen,23,3022
20210604_MKY4343_13_Cell03_GFP,yen,14,2975
20210604_MKY4343_14_Cell01_GFP,yen,7,2568
20210604_MKY4343_14_Cell02_GFP,yen,22,3142
20210604_MKY4343_14_Cell03_GFP,yen,18,2416
20210604_MKY4343_15_Cell01_GFP,yen,15,2727
20210604_MKY4343_15_Cell02_GFP,yen,20,3018
20210604_MKY4343_15_Cell03_GFP,yen,15,2670
