Cell,Threshold,Patches,Cross_Area
20191029_MKY3770_11_Cell03_GFP,yen,24,4591
20191029_MKY3770_12_Cell01_GFP,yen,18,4143
20191029_MKY3770_12_Cell02_GFP,yen,17,3728
20191029_MKY3770_12_Cell03_GFP,yen,18,4442
20191029_MKY3770_13_Cell01_GFP,yen,19,3083
20191029_MKY3770_13_Cell02_GFP,yen,13,4245
20191029_MKY3770_13_Cell03_GFP,yen,21,4551
20191029_MKY3770_14_Cell01_GFP,yen,25,5455
20191029_MKY3770_14_Cell02_GFP,yen,27,4791
20191029_MKY3770_14_Cell03_GFP,yen,25,5046
20191029_MKY3770_14_Cell04_GFP,yen,28,4484
20191029_MKY3770_15_Cell01_GFP,yen,29,3731
20191029_MKY3770_15_Cell02_GFP,yen,22,4404
20191029_MKY3770_15_Cell03_GFP,yen,27,3763
20191029_MKY3770_15_Cell04_GFP,yen,23,2969
20191029_MKY3770_16_Cell01_GFP,yen,31,3421
20191029_MKY3770_16_Cell02_GFP,yen,26,3295
20191029_MKY3770_16_Cell03_GFP,yen,20,3023
20191029_MKY3770_16_Cell04_GFP,yen,22,4709
20191029_MKY3770_17_Cell01_GFP,yen,14,3653
20191029_MKY3770_17_Cell02_GFP,yen,18,3764
20191029_MKY3770_18_Cell01_GFP,yen,22,4098
20191029_MKY3770_18_Cell02_GFP,yen,19,3446
20191029_MKY3770_18_Cell03_GFP,yen,23,4197
20191029_MKY3776_01_Cell01_GFP,yen,31,3451
20191029_MKY3776_01_Cell02_GFP,yen,15,3702
20191029_MKY3776_01_Cell03_GFP,yen,15,2715
20191029_MKY3776_02_Cell01_GFP,yen,22,3568
20191029_MKY3776_02_Cell02_GFP,yen,17,2814
20191029_MKY3776_03_Cell01_GFP,yen,25,3573
20191029_MKY3776_03_Cell02_GFP,yen,24,3711
20191029_MKY3776_03_Cell03_GFP,yen,21,3260
20191029_MKY3776_03_Cell04_GFP,yen,22,2944
20191029_MKY3776_04_Cell01_GFP,yen,12,2997
20191029_MKY3776_04_Cell02_GFP,yen,32,4873
20191029_MKY3776_04_Cell03_GFP,yen,22,3739
20191029_MKY3776_04_Cell04_GFP,yen,14,3371
20191029_MKY3776_05_Cell01_GFP,yen,25,3352
20191029_MKY3776_05_Cell02_GFP,yen,28,3700
20191029_MKY3776_05_Cell03_GFP,yen,11,3435
20191029_MKY3776_06_Cell01_GFP,yen,24,2746
20191029_MKY3776_06_Cell02_GFP,yen,15,2888
20191029_MKY3776_06_Cell03_GFP,yen,19,2822
20191029_MKY3776_06_Cell04_GFP,yen,16,3142
20191029_MKY3776_07_Cell01_GFP,yen,13,3367
20191029_MKY3776_07_Cell02_GFP,yen,12,3055
20191029_MKY3776_07_Cell03_GFP,yen,17,4518
20191029_MKY3776_08_Cell01_GFP,yen,19,3481
20191029_MKY3776_08_Cell02_GFP,yen,16,3183
20191029_MKY3776_09_Cell01_GFP,yen,20,2402
20191029_MKY3776_09_Cell02_GFP,yen,18,2348
20191029_MKY3776_10_Cell01_GFP,yen,18,3393
20191029_MKY3776_10_Cell02_GFP,yen,27,3791
20191029_MKY3776_10_Cell03_GFP,yen,10,5615
20191029_MKY3776_11_Cell01_GFP,yen,23,2951
20191029_MKY3776_11_Cell02_GFP,yen,20,3334
20191029_MKY3776_11_Cell03_GFP,yen,25,2889
20191029_MKY3776_11_Cell04_GFP,yen,17,3079
20191029_MKY3776_12_Cell01_GFP,yen,12,5677
20191029_MKY3776_12_Cell02_GFP,yen,22,3415
20191029_MKY3776_12_Cell03_GFP,yen,20,2956
20191029_MKY3776_13_Cell01_GFP,yen,19,2210
20191029_MKY3776_13_Cell02_GFP,yen,37,4370
20191029_MKY3776_14_Cell01_GFP,yen,18,4030
20191029_MKY3776_14_Cell02_GFP,yen,17,2717
20191029_MKY3776_15_Cell01_GFP,yen,13,2623
20191029_MKY3776_15_Cell02_GFP,yen,25,2978
20191029_MKY3776_15_Cell03_GFP,yen,19,3841
20191029_MKY3776_16_Cell01_GFP,yen,20,2786
20191029_MKY3776_16_Cell02_GFP,yen,12,3121
20191029_MKY3776_16_Cell03_GFP,yen,19,3634
20191029_MKY3776_17_Cell01_GFP,yen,28,2613
20191029_MKY3776_17_Cell02_GFP,yen,21,3314
20191029_MKY3776_17_Cell03_GFP,yen,31,4120
20191029_MKY3776_18_Cell01_GFP,yen,23,3320
20191029_MKY3776_18_Cell02_GFP,yen,20,3191
20191029_MKY3782_01_Cell01_GFP,yen,15,2873
20191029_MKY3782_01_Cell02_GFP,yen,12,4231
20191029_MKY3782_01_Cell03_GFP,yen,21,4065
20191029_MKY3782_02_Cell01_GFP,yen,21,5172
20191029_MKY3782_02_Cell02_GFP,yen,8,6456
20191029_MKY3782_03_Cell01_GFP,yen,12,2949
20191029_MKY3782_03_Cell02_GFP,yen,11,2272
20191029_MKY3782_03_Cell03_GFP,yen,18,3200
20191029_MKY3782_04_Cell01_GFP,yen,17,3375
20191029_MKY3782_04_Cell02_GFP,yen,9,3583
20191029_MKY3782_04_Cell03_GFP,yen,15,3330
20191029_MKY3782_04_Cell04_GFP,yen,21,3406
20191029_MKY3782_05_Cell01_GFP,yen,13,3632
20191029_MKY3782_05_Cell02_GFP,yen,19,4653
20191029_MKY3782_05_Cell03_GFP,yen,27,4458
20191029_MKY3782_05_Cell04_GFP,yen,22,3470
20191029_MKY3782_06_Cell01_GFP,yen,24,3517
20191029_MKY3782_06_Cell02_GFP,yen,24,2970
20191029_MKY3782_06_Cell03_GFP,yen,25,3941
20191029_MKY3782_07_Cell01_GFP,yen,19,4312
20191029_MKY3782_07_Cell02_GFP,yen,10,3933
20191029_MKY3782_07_Cell03_GFP,yen,20,3204
20191029_MKY3782_08_Cell01_GFP,yen,19,3549
20191029_MKY3782_08_Cell02_GFP,yen,21,3432
20191029_MKY3782_08_Cell03_GFP,yen,17,3291
20191029_MKY3782_09_Cell01_GFP,yen,9,3487
20191029_MKY3782_09_Cell02_GFP,yen,18,3324
20191029_MKY3782_09_Cell03_GFP,yen,19,3055
20191029_MKY3782_09_Cell04_GFP,yen,22,3991
20191029_MKY3782_09_Cell05_GFP,yen,28,4291
20191029_MKY3782_09_Cell06_GFP,yen,26,4223
20191029_MKY3782_09_Cell07_GFP,yen,15,3106
20191029_MKY3782_10_Cell01_GFP,yen,13,4474
20191029_MKY3782_10_Cell02_GFP,yen,11,2476
20191029_MKY3782_11_Cell01_GFP,yen,17,3068
20191029_MKY3782_11_Cell02_GFP,yen,19,4616
20191029_MKY3782_11_Cell03_GFP,yen,29,3782
20191029_MKY3782_12_Cell01_GFP,yen,20,3005
20191029_MKY3782_12_Cell02_GFP,yen,23,3001
20191029_MKY3782_12_Cell03_GFP,yen,19,4326
20191029_MKY3782_13_Cell01_GFP,yen,17,3846
20191029_MKY3782_13_Cell02_GFP,yen,6,3624
20191029_MKY3782_13_Cell03_GFP,yen,13,3437
20191029_MKY3782_13_Cell04_GFP,yen,13,2902
20191029_MKY3782_14_Cell01_GFP,yen,16,3050
20191029_MKY3782_14_Cell02_GFP,yen,17,3119
20191029_MKY3782_14_Cell03_GFP,yen,16,3781
20191029_MKY3782_15_Cell01_GFP,yen,16,2869
20191029_MKY3782_15_Cell02_GFP,yen,11,3822
20191029_MKY3782_15_Cell03_GFP,yen,18,3108
20191029_MKY3782_15_Cell04_GFP,yen,12,2578
20191029_MKY3782_16_Cell01_GFP,yen,16,3121
20191029_MKY3782_16_Cell02_GFP,yen,13,2467
20191029_MKY3782_16_Cell03_GFP,yen,15,3788
20191029_MKY3782_17_Cell01_GFP,yen,17,3347
20191029_MKY3782_17_Cell02_GFP,yen,23,3119
20191029_MKY3782_17_Cell03_GFP,yen,7,2990
20191029_MKY3782_17_Cell04_GFP,yen,7,3685
20191029_MKY3782_18_Cell01_GFP,yen,12,3995
20191029_MKY3782_18_Cell02_GFP,yen,14,2901
20191029_MKY3782_18_Cell03_GFP,yen,16,3141
20191029_MKY3782_18_Cell04_GFP,yen,19,4028
