"strain","stack","window","target","colocalizes","dataset"
"MKY3496","10","x165y436","Pan1","1","3"
"MKY0578","07","x1044y870","Sla1","1","3"
"MKY3496","04","x356y956","Pan1","1","3"
"MKY0583","08","x207y678","Abp1","1","3"
"MKY3497","13","x247y227","Myo5","0","3"
"MKY3496","13","x1155y217","Pan1","1","3"
"MKY3487","07","x597y748","Rvs167","0","3"
"MKY3496","03","x221y511","Pan1","1","3"
"MKY0583","16","x500y735","Abp1","0","3"
"MKY0583","09","x148y409","Abp1","0","3"
"MKY3496","02","x120y130","Pan1","1","3"
"MKY3487","09","x44y241","Rvs167","0","3"
"MKY0583","07","x233y919","Abp1","0","3"
"MKY0583","14","x1139y683","Abp1","0","3"
"MKY3496","01","x430y654","Pan1","1","3"
"MKY0583","09","x818y338","Abp1","0","3"
"MKY3497","05","x818y774","Myo5","0","3"
"MKY3496","07","x1064y893","Pan1","1","3"
"MKY3487","03","x0y897","Rvs167","0","3"
"MKY0578","13","x54y635","Sla1","1","3"
"MKY3487","07","x998y285","Rvs167","0","3"
"MKY0583","08","x532y75","Abp1","1","3"
"MKY3496","07","x170y596","Pan1","1","3"
"MKY3496","03","x1235y864","Pan1","1","3"
"MKY3497","10","x993y355","Myo5","1","3"
"MKY3497","12","x716y759","Myo5","1","3"
"MKY0583","14","x876y458","Abp1","0","3"
"MKY0583","09","x1084y756","Abp1","0","3"
"MKY3497","02","x650y587","Myo5","1","3"
"MKY0578","14","x653y508","Sla1","1","3"
"MKY3497","01","x279y749","Myo5","0","3"
"MKY0578","14","x820y436","Sla1","0","3"
"MKY0583","01","x831y682","Abp1","0","3"
"MKY0578","15","x273y769","Sla1","1","3"
"MKY0583","06","x38y754","Abp1","1","3"
"MKY3496","09","x978y437","Pan1","1","3"
"MKY3496","07","x1233y813","Pan1","1","3"
"MKY0578","04","x509y410","Sla1","1","3"
"MKY3487","15","x1187y730","Rvs167","1","3"
"MKY0578","10","x853y369","Sla1","1","3"
"MKY0583","05","x1098y967","Abp1","0","3"
"MKY3496","02","x416y206","Pan1","1","3"
"MKY0583","16","x358y701","Abp1","0","3"
"MKY0578","08","x896y577","Sla1","1","3"
"MKY0583","16","x1208y747","Abp1","0","3"
"MKY0583","02","x666y572","Abp1","1","3"
"MKY3497","01","x679y38","Myo5","1","3"
"MKY3487","15","x169y645","Rvs167","0","3"
"MKY3496","07","x993y447","Pan1","1","3"
"MKY3487","02","x865y151","Rvs167","0","3"
"MKY0578","04","x591y624","Sla1","1","3"
"MKY0583","05","x1098y886","Abp1","1","3"
"MKY3497","03","x273y916","Myo5","1","3"
"MKY0583","03","x1012y731","Abp1","0","3"
"MKY3487","10","x261y163","Rvs167","0","3"
"MKY3487","04","x468y467","Rvs167","0","3"
"MKY0583","16","x1110y720","Abp1","1","3"
"MKY3497","12","x1236y954","Myo5","0","3"
"MKY3496","12","x205y644","Pan1","1","3"
"MKY3487","07","x667y461","Rvs167","0","3"
"MKY3496","10","x1197y766","Pan1","1","3"
"MKY3497","13","x1111y947","Myo5","1","3"
"MKY3487","05","x528y593","Rvs167","0","3"
"MKY3497","08","x297y706","Myo5","0","3"
"MKY3497","13","x361y228","Myo5","0","3"
"MKY3497","14","x816y860","Myo5","0","3"
"MKY0578","15","x677y25","Sla1","1","3"
"MKY3496","03","x626y85","Pan1","1","3"
"MKY0583","06","x1123y332","Abp1","0","3"
"MKY3496","06","x892y428","Pan1","1","3"
"MKY0578","13","x748y569","Sla1","1","3"
"MKY3496","14","x143y569","Pan1","1","3"
"MKY3487","12","x1y349","Rvs167","0","3"
"MKY3497","10","x108y471","Myo5","0","3"
"MKY0578","02","x563y620","Sla1","1","3"
"MKY3496","09","x1238y901","Pan1","1","3"
"MKY3487","03","x195y141","Rvs167","0","3"
"MKY3497","04","x1032y300","Myo5","0","3"
"MKY0583","09","x937y314","Abp1","0","3"
"MKY0578","10","x289y8","Sla1","1","3"
"MKY0578","12","x651y131","Sla1","1","3"
"MKY3487","02","x1071y563","Rvs167","0","3"
"MKY3483","12","x1084y521","End3","1","3"
"MKY3471","14","x382y88","Syp1","1","3"
"MKY3472","11","x977y498","Sla2","1","3"
"MKY3472","15","x321y358","Sla2","1","3"
"MKY3472","09","x1043y917","Sla2","1","3"
"MKY3471","02","x973y581","Syp1","1","3"
"MKY3471","04","x200y426","Syp1","1","3"
"MKY3471","03","x485y256","Syp1","1","3"
"MKY3472","14","x379y162","Sla2","1","3"
"MKY3471","07","x334y534","Syp1","1","3"
"MKY3483","14","x65y380","End3","1","3"
"MKY3454","08","NA","Ent1","1","3"
"MKY3471","10","x613y408","Syp1","1","3"
"MKY3485","09","x379y82","Las17","1","3"
"MKY3471","08","x1259y25","Syp1","1","3"
"MKY3472","13","x74y199","Sla2","1","3"
"MKY3485","09","x537y475","Las17","1","3"
"MKY3472","10","x1165y167","Sla2","1","3"
"MKY3485","13","x969y829","Las17","1","3"
"MKY3454","02","NA","Ent1","1","3"
"MKY3472","07","x780y637","Sla2","1","3"
"MKY3485","06","x305y128","Las17","1","3"
"MKY3485","04","x315y231","Las17","1","3"
"MKY3471","15","x375y453","Syp1","1","3"
"MKY3485","08","x669y24","Las17","1","3"
"MKY3471","01","x1176y188","Syp1","1","3"
"MKY3472","11","x70y351","Sla2","1","3"
"MKY3471","13","x1124y411","Syp1","1","3"
"MKY3472","02","x1100y730","Sla2","1","3"
"MKY3485","03","x1121y951","Las17","1","3"
"MKY3483","05","x809y945","End3","1","3"
"MKY3485","03","x172y731","Las17","1","3"
"MKY3471","11","x306y614","Syp1","1","3"
"MKY3472","04","x1115y13","Sla2","1","3"
"MKY3485","02","x414y455","Las17","1","3"
"MKY3471","02","x48y673","Syp1","1","3"
"MKY3471","04","x501y149","Syp1","1","3"
"MKY3471","12","x439y134","Syp1","1","3"
"MKY3471","04","x1239y469","Syp1","1","3"
"MKY3485","10","x946y518","Las17","1","3"
"MKY3483","06","x555y227","End3","1","3"
"MKY3471","01","x1134y896","Syp1","1","3"
"MKY3485","10","x393y361","Las17","1","3"
"MKY3485","02","x218y94","Las17","1","3"
"MKY3454","01","NA","Ent1","1","3"
"MKY3454","01","NA","Ent1","1","3"
"MKY3471","05","x191y772","Syp1","1","3"
"MKY3472","13","x1014y79","Sla2","1","3"
"MKY3483","09","x1194y494","End3","1","3"
"MKY3483","08","x75y159","End3","1","3"
"MKY3472","11","x890y397","Sla2","1","3"
"MKY3471","11","x59y348","Syp1","1","3"
"MKY3472","10","x238y649","Sla2","1","3"
"MKY3485","10","x537y739","Las17","0","3"
"MKY3471","09","x596y193","Syp1","1","3"
"MKY3454","02","NA","Ent1","1","3"
"MKY3483","06","x568y703","End3","1","3"
"MKY3471","07","x1088y285","Syp1","1","3"
"MKY3485","10","x197y842","Las17","0","3"
"MKY3472","13","x546y758","Sla2","1","3"
"MKY3454","15","NA","Ent1","1","3"
"MKY3454","15","NA","Ent1","1","3"
"MKY3471","05","x971y327","Syp1","1","3"
"MKY3472","05","x498y683","Sla2","1","3"
"MKY3472","12","x417y797","Sla2","1","3"
"MKY3483","07","x937y844","End3","1","3"
"MKY3472","03","x798y142","Sla2","1","3"
"MKY3454","06","NA","Ent1","1","3"
"MKY3485","04","x531y936","Las17","1","3"
"MKY3471","01","x302y694","Syp1","1","3"
"MKY3483","04","x863y193","End3","1","3"
"MKY3454","12","NA","Ent1","1","3"
"MKY3485","05","x271y19","Las17","0","3"
"MKY3472","03","x255y929","Sla2","1","3"
"MKY3483","13","x305y630","End3","1","3"
"MKY3485","01","x38y172","Las17","1","3"
"MKY3454","03","NA","Ent1","1","3"
"MKY3471","10","x1121y489","Syp1","1","3"
"MKY3472","04","x1176y285","Sla2","1","3"
"MKY3454","11","NA","Ent1","1","3"
"MKY3454","06","NA","Ent1","1","3"
"MKY3485","08","x880y394","Las17","1","3"
"MKY3454","09","NA","Ent1","1","3"
"MKY3454","03","NA","Ent1","1","3"
"MKY3483","01","x614y492","End3","1","3"
"MKY3454","14","NA","Ent1","0","3"
"MKY3471","01","x68y574","Syp1","1","3"
"MKY3454","05","NA","Ent1","1","3"
"MKY3471","14","x227y582","Syp1","1","3"
"MKY3472","12","x964y731","Sla2","1","3"
"MKY3471","03","x748y707","Syp1","1","3"
"MKY3472","09","x1143y568","Sla2","1","3"
"MKY3471","03","x208y504","Syp1","1","3"
"MKY3483","04","x161y135","End3","1","3"
"MKY3454","05","NA","Ent1","1","3"
"MKY3472","04","x180y361","Sla2","1","3"
"MKY3485","06","x666y613","Las17","1","3"
"MKY3483","08","x1177y78","End3","1","3"
"MKY3471","14","x856y735","Syp1","1","3"
"MKY3471","11","x359y345","Syp1","1","3"
"MKY3454","07","NA","Ent1","1","3"
"MKY3454","14","NA","Ent1","1","3"
"MKY3472","13","x1255y831","Sla2","1","3"
"MKY3471","03","x847y860","Syp1","1","3"
"MKY3485","02","x1238y490","Las17","1","3"
"MKY3483","03","x417y794","End3","1","3"
"MKY3485","01","x1304y40","Las17","1","3"
"MKY3471","13","x816y586","Syp1","1","3"
"MKY3485","07","x391y447","Las17","1","3"
"MKY3471","15","x400y24","Syp1","1","3"
"MKY3472","01","x207y242","Sla2","0","3"
"MKY3485","09","x469y482","Las17","1","3"
"MKY3454","15","NA","Ent1","1","3"
"MKY3472","02","x48y194","Sla2","1","3"
"MKY3471","05","x1224y491","Syp1","1","3"
"MKY3472","08","x574y170","Sla2","1","3"
"MKY3471","03","x942y295","Syp1","1","3"
"MKY3483","11","x828y679","End3","1","3"
"MKY3483","10","x1045y638","End3","1","3"
"MKY3483","05","x721y623","End3","1","3"
"MKY3483","11","x927y3","End3","1","3"
"MKY3472","15","x287y21","Sla2","1","3"
"MKY3454","07","NA","Ent1","1","3"
"MKY3485","10","x770y537","Las17","1","3"
"MKY3454","05","NA","Ent1","1","3"
"MKY3471","10","x560y131","Syp1","1","3"
"MKY3471","06","x1126y408","Syp1","1","3"
"MKY3485","13","x245y214","Las17","1","3"
"MKY3472","05","x1y33","Sla2","1","3"
"MKY3472","06","x108y528","Sla2","1","3"
"MKY3472","02","x560y974","Sla2","1","3"
"MKY3472","07","x1248y697","Sla2","1","3"
"MKY3471","02","x561y671","Syp1","1","3"
"MKY3472","05","x915y93","Sla2","1","3"
"MKY3454","02","NA","Ent1","1","3"
"MKY3471","15","x1006y6","Syp1","1","3"
"MKY3483","11","x590y712","End3","1","3"
"MKY3471","04","x1055y785","Syp1","1","3"
"MKY3471","01","x1245y328","Syp1","1","3"
"MKY3472","01","x803y336","Sla2","1","3"
"MKY3471","03","x967y627","Syp1","1","3"
"MKY3471","12","x570y448","Syp1","1","3"
"MKY3471","09","x1241y538","Syp1","1","3"
"MKY3454","14","NA","Ent1","1","3"
"MKY3483","15","x153y492","End3","1","3"
"MKY3483","08","x415y33","End3","1","3"
"MKY3485","02","x86y437","Las17","1","3"
"MKY3472","14","x846y591","Sla2","1","3"
"MKY3485","07","x271y813","Las17","1","3"
"MKY3471","15","x50y841","Syp1","1","3"
"MKY3454","04","NA","Ent1","1","3"
"MKY3485","12","x159y662","Las17","1","3"
"MKY3483","10","x1146y126","End3","1","3"
"MKY3471","08","x681y632","Syp1","1","3"
"MKY3471","05","x446y20","Syp1","1","3"
"MKY3454","01","NA","Ent1","1","3"
"MKY3471","13","x1233y551","Syp1","1","3"
"MKY3485","08","x338y771","Las17","1","3"
"MKY3454","09","NA","Ent1","1","3"
"MKY3454","15","NA","Ent1","1","3"
"MKY3472","01","x983y774","Sla2","1","3"
"MKY3472","05","x974y189","Sla2","1","3"
"MKY3472","01","x235y611","Sla2","1","3"
"MKY3472","01","x716y259","Sla2","1","3"
"MKY3483","04","x256y211","End3","1","3"
"MKY3472","03","x899y18","Sla2","1","3"
"MKY3485","13","x451y196","Las17","1","3"
"MKY3471","04","x406y405","Syp1","1","3"
"MKY3483","14","x659y383","End3","1","3"
"MKY3485","01","x358y419","Las17","1","3"
"MKY3472","03","x72y100","Sla2","1","3"
"MKY3454","14","NA","Ent1","1","3"
"MKY3471","11","x1240y662","Syp1","1","3"
"MKY3471","15","x527y92","Syp1","1","3"
"MKY3483","07","x1194y135","End3","1","3"
"MKY3483","07","x813y72","End3","1","3"
"MKY3471","07","x698y209","Syp1","1","3"
"MKY3454","05","NA","Ent1","1","3"
"MKY3472","15","x264y280","Sla2","1","3"
"MKY3483","15","x537y895","End3","1","3"
"MKY3471","14","x562y566","Syp1","1","3"
"MKY3483","14","x902y355","End3","1","3"
"MKY3472","03","x685y751","Sla2","1","3"
"MKY3483","08","x1228y81","End3","1","3"
"MKY3483","15","x1027y187","End3","1","3"
"MKY3483","03","x323y202","End3","1","3"
"MKY3483","14","x965y807","End3","1","3"
"MKY3485","11","x369y413","Las17","1","3"
"MKY3485","06","x94y968","Las17","1","3"
"MKY3485","12","x368y682","Las17","1","3"
"MKY3471","11","x1122y886","Syp1","1","3"
"MKY3485","12","x926y826","Las17","1","3"
"MKY3471","07","x315y817","Syp1","1","3"
"MKY3454","10","NA","Ent1","0","3"
"MKY3483","05","x994y337","End3","1","3"
"MKY3471","01","x1192y113","Syp1","1","3"
"MKY3483","02","x813y517","End3","0","3"
"MKY3454","15","NA","Ent1","1","3"
"MKY3454","07","NA","Ent1","1","3"
"MKY3485","01","x150y39","Las17","1","3"
"MKY3454","11","NA","Ent1","1","3"
"MKY3472","08","x1209y513","Sla2","1","3"
"MKY3483","14","x725y152","End3","1","3"
"MKY3472","10","x1003y682","Sla2","1","3"
"MKY3483","05","x1236y498","End3","1","3"
"MKY3471","03","x1174y694","Syp1","1","3"
"MKY3485","06","x481y121","Las17","1","3"
"MKY3472","15","x716y424","Sla2","1","3"
"MKY3454","04","NA","Ent1","0","3"
"MKY3472","11","x1070y465","Sla2","1","3"
"MKY3471","14","x859y872","Syp1","1","3"
"MKY3483","08","x140y751","End3","1","3"
"MKY3472","12","x57y693","Sla2","1","3"
"MKY3485","15","x987y250","Las17","1","3"
"MKY3485","15","x1289y322","Las17","1","3"
"MKY3472","14","x356y43","Sla2","1","3"
"MKY3483","06","x829y113","End3","1","3"
"MKY3454","12","NA","Ent1","1","3"
"MKY3471","09","x1165y762","Syp1","1","3"
"MKY3483","12","x7y8","End3","1","3"
"MKY3471","02","x1038y101","Syp1","1","3"
"MKY3472","02","x7y498","Sla2","1","3"
"MKY3485","15","x700y276","Las17","1","3"
"MKY3483","09","x324y231","End3","1","3"
"MKY3485","08","x772y645","Las17","1","3"
"MKY3471","06","x1074y590","Syp1","1","3"
"MKY3471","04","x1078y171","Syp1","1","3"
"MKY3454","12","NA","Ent1","0","3"
"MKY3454","01","NA","Ent1","1","3"
"MKY3472","08","x379y396","Sla2","1","3"
"MKY3454","15","NA","Ent1","1","3"
"MKY3485","12","x953y349","Las17","1","3"
"MKY3485","01","x645y170","Las17","1","3"
"MKY3485","14","x1249y839","Las17","1","3"
"MKY3485","09","x323y430","Las17","1","3"
"MKY3471","01","x347y610","Syp1","1","3"
"MKY3454","08","NA","Ent1","1","3"
"MKY3471","13","x1121y454","Syp1","1","3"
"MKY3454","10","NA","Ent1","1","3"
"MKY3485","07","x1213y916","Las17","1","3"
"MKY3485","14","x377y253","Las17","1","3"
"MKY3483","07","x974y483","End3","1","3"
"MKY3472","13","x37y25","Sla2","1","3"
"MKY3471","09","x293y641","Syp1","1","3"
"MKY3471","03","x927y338","Syp1","1","3"
"MKY3471","12","x837y815","Syp1","1","3"
"MKY3485","04","x1164y80","Las17","1","3"
"MKY3483","06","x739y182","End3","1","3"
"MKY3485","01","x1142y72","Las17","1","3"
"MKY3485","15","x519y215","Las17","1","3"
"MKY3483","02","x1264y545","End3","1","3"
"MKY3471","13","x952y639","Syp1","1","3"
"MKY3454","01","NA","Ent1","1","3"
"MKY3472","14","x640y182","Sla2","1","3"
"MKY3472","11","x566y207","Sla2","1","3"
"MKY3485","06","x590y388","Las17","1","3"
"MKY3485","03","x169y773","Las17","1","3"
"MKY3483","07","x812y12","End3","1","3"
"MKY3485","11","x206y566","Las17","1","3"
"MKY3454","15","NA","Ent1","1","3"
"MKY3483","14","x1042y850","End3","1","3"
"MKY3454","02","NA","Ent1","1","3"
"MKY3472","06","x937y505","Sla2","1","3"
"MKY3472","05","x858y22","Sla2","1","3"
"MKY3483","13","x973y253","End3","1","3"
"MKY3483","11","x1293y748","End3","1","3"
"MKY3454","13","NA","Ent1","1","3"
"MKY3472","07","x713y248","Sla2","1","3"
"MKY3485","09","x329y314","Las17","1","3"
"MKY3483","01","x537y855","End3","1","3"
"MKY3471","10","x455y582","Syp1","1","3"
"MKY3472","12","x413y447","Sla2","1","3"
"MKY3471","14","x250y335","Syp1","1","3"
"MKY3471","09","x752y254","Syp1","1","3"
"MKY3454","12","NA","Ent1","1","3"
"MKY3472","14","x269y519","Sla2","1","3"
"MKY3485","15","x756y306","Las17","1","3"
"MKY3471","05","x1199y73","Syp1","1","3"
"MKY3454","10","NA","Ent1","1","3"
"MKY3472","11","x12y906","Sla2","1","3"
"MKY3454","14","NA","Ent1","1","3"
"MKY3472","14","x714y122","Sla2","1","3"
"MKY3485","12","x475y433","Las17","1","3"
"MKY3471","13","x816y842","Syp1","1","3"
"MKY3472","10","x673y938","Sla2","1","3"
"MKY3454","08","NA","Ent1","1","3"
"MKY3471","12","x738y892","Syp1","1","3"
"MKY3471","02","x1130y724","Syp1","1","3"
"MKY3472","09","x903y365","Sla2","1","3"
"MKY3454","11","NA","Ent1","1","3"
"MKY3471","04","x1091y360","Syp1","1","3"
"MKY3471","06","x805y984","Syp1","1","3"
"MKY3483","06","x283y360","End3","1","3"
"MKY3454","06","NA","Ent1","1","3"
"MKY3454","04","NA","Ent1","1","3"
"MKY3483","02","x512y847","End3","1","3"
"MKY3472","11","x929y846","Sla2","1","3"
"MKY3472","07","x1023y37","Sla2","1","3"
"MKY3485","07","x471y625","Las17","1","3"
"MKY3472","10","x45y558","Sla2","1","3"
"MKY3483","05","x698y886","End3","1","3"
"MKY3472","07","x52y561","Sla2","1","3"
"MKY3485","14","x375y196","Las17","0","3"
"MKY3472","06","x400y320","Sla2","1","3"
"MKY3485","03","x862y331","Las17","1","3"
"MKY3472","02","x536y903","Sla2","1","3"
"MKY3483","07","x223y847","End3","1","3"
"MKY3471","01","x476y75","Syp1","1","3"
"MKY3485","05","x1092y517","Las17","1","3"
"MKY3483","02","x410y883","End3","1","3"
"MKY3454","09","NA","Ent1","1","3"
"MKY3472","09","x1155y677","Sla2","1","3"
"MKY3483","05","x628y598","End3","1","3"
"MKY3454","04","NA","Ent1","1","3"
"MKY3454","03","NA","Ent1","1","3"
"MKY3471","07","x341y902","Syp1","1","3"
"MKY3454","07","NA","Ent1","1","3"
"MKY3472","12","x489y869","Sla2","1","3"
"MKY3485","05","x198y53","Las17","1","3"
"MKY3483","09","x330y162","End3","1","3"
"MKY3454","03","NA","Ent1","1","3"
"MKY3471","10","x286y344","Syp1","1","3"
"MKY3483","14","x949y584","End3","1","3"
